[DEBUG] [2021-07-02 14:00:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7204744ca05f4ad786d890fdfb602bc6, msgType : 19
[DEBUG] [2021-07-02 14:40:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 34f6ada3865440a1813fe3a6b93b4a54, msgType : 19
[DEBUG] [2021-07-02 14:40:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 346c583518f045399ec1380e5b062c02, msgType : 19
[DEBUG] [2021-07-02 14:40:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b43a3c66ba3b40bf817cdd79707353d7, msgType : 19
[DEBUG] [2021-07-02 14:40:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 22b5d967d0a1499eaec65fcee384f924, msgType : 19
[DEBUG] [2021-07-02 14:40:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1e992caf9806489cbe513ef8ff289f4b, msgType : 19
[DEBUG] [2021-07-02 14:40:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : daef9e639484414bb5e9cbfb759f1402, msgType : 19
[DEBUG] [2021-07-02 14:40:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 02ba2f76c9084d5cafa01659cbdfd0e7, msgType : 19
[DEBUG] [2021-07-02 14:40:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 34545fbd592f41658289f058b5da8b76, msgType : 19
[DEBUG] [2021-07-02 14:41:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8788e027a177449d9a4cdc04a84999c5, msgType : 19
[DEBUG] [2021-07-02 14:41:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a9a13c0982f04ab0ae49d50d82c87ad9, msgType : 19
[DEBUG] [2021-07-02 14:41:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 66c77ff78445412fa32ce67c57d745de, msgType : 19
[DEBUG] [2021-07-02 14:41:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 07d1663be4234968b06bd32f9c248362, msgType : 19
[DEBUG] [2021-07-02 14:41:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c21dec8312ca4b52b6314b70f1ad70e5, msgType : 19
[DEBUG] [2021-07-02 14:41:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b0314906e00c4ec0a253de8ceda8ded1, msgType : 19
[DEBUG] [2021-07-02 14:41:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c7ea58ee4cd94f1aab85ef9b9caaa20a, msgType : 19
[DEBUG] [2021-07-02 14:41:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : aaddd511a51b4e338944df92f893315e, msgType : 19
[DEBUG] [2021-07-02 14:41:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 387067eb16d04cec9d8246910ea20b3e, msgType : 19
[DEBUG] [2021-07-02 14:41:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8cc1b59fbf38452abf77576a63b3a8b5, msgType : 19
[DEBUG] [2021-07-02 14:41:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2e1b0ea9b64747708f1c8d42c535775c, msgType : 19
[DEBUG] [2021-07-02 14:41:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 90b63b91c9b0402c9d002c691a414d1f, msgType : 19
[DEBUG] [2021-07-02 14:41:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4704a3a7e362441abf8fbcdd43cd6bd5, msgType : 18
[DEBUG] [2021-07-02 14:41:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 0522fe4aac1b4e8dbe65e14bd5b506d8, msgType : 18
[DEBUG] [2021-07-02 14:41:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8e3545035c854e28841b6a6681bf1c71, msgType : 19
[DEBUG] [2021-07-02 14:41:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : abd95d9d3a674470b164146ac3539387, msgType : 19
[DEBUG] [2021-07-02 14:41:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 379c6b4d9a0749d1b1bab5e4e8db768f, msgType : 19
[DEBUG] [2021-07-02 14:41:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 10c0520504ef4df99d140a0749bfb526, msgType : 19
[DEBUG] [2021-07-02 14:41:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 24959715da7544f3801d367d5a6e6e24, msgType : 19
[DEBUG] [2021-07-02 14:41:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4fde72310a1d4ba58196c45be988cd9d, msgType : 19
[DEBUG] [2021-07-02 14:41:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : bd23379a7ba84eadb4af7f97d78e2d4f, msgType : 19
[DEBUG] [2021-07-02 14:41:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a7a62288c500434786e84da9250d4b3e, msgType : 19
[DEBUG] [2021-07-02 14:41:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 02ec72e98a7a489b9d803c7511406977, msgType : 19
[DEBUG] [2021-07-02 14:41:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3e433ab4432043ddbe8e9c5b244152c1, msgType : 19
[DEBUG] [2021-07-02 14:41:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 46d5264477ff42ed8a673d69f7935244, msgType : 19
[DEBUG] [2021-07-02 14:41:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : cc1aeb523dfc434b96dc900e6f0885f0, msgType : 19
[DEBUG] [2021-07-02 14:41:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3b98dec8859b44ccbbf8d06f552472d2, msgType : 19
[DEBUG] [2021-07-02 14:41:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 86a012eccf574af5a7f42a4a55fc074a, msgType : 19
[DEBUG] [2021-07-02 14:41:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : cbbc4bc9efec4ec3bfa33a1036982c71, msgType : 19
[DEBUG] [2021-07-02 14:41:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3b2aceb54ea542cc9150aca675813a5e, msgType : 19
[DEBUG] [2021-07-02 14:41:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8b2acdac70b64c4eb0978ec95462abc7, msgType : 19
[DEBUG] [2021-07-02 14:41:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 382c12bc21584e5aa1ab782038940388, msgType : 19
[DEBUG] [2021-07-02 14:41:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c0a4d427dd7d495b911db3a5a2dfa224, msgType : 19
[DEBUG] [2021-07-02 14:41:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 07a61c701aac44979cea826ba4aab2eb, msgType : 19
[DEBUG] [2021-07-02 14:41:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 67908b5547dc40e78363f5cf1eb7fded, msgType : 19
[DEBUG] [2021-07-02 14:41:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : adee9668f09b4b3e9ca8e4ca2145f708, msgType : 19
[DEBUG] [2021-07-02 14:41:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ff233069264845e3a953c8b09d245e87, msgType : 19
[DEBUG] [2021-07-02 14:41:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b9f9d008dfe94cd59e02b2dbc8424ca7, msgType : 19
[DEBUG] [2021-07-02 14:41:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : cbd874c739584c7d8afd9469da79cbef, msgType : 19
[DEBUG] [2021-07-02 14:41:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 240d0ac7dd83490ba0efcbfa069f285b, msgType : 19
[DEBUG] [2021-07-02 14:41:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4c9372ac531c4ad6b1f64ed7051db937, msgType : 19
[DEBUG] [2021-07-02 14:41:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c740629b6ef944819901f727af4cc869, msgType : 19
[DEBUG] [2021-07-02 14:41:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 28b19a7f87c14a79affec68cd54ca570, msgType : 19
[DEBUG] [2021-07-02 14:41:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 57a76b2ca52041a9954d4dee69ccc315, msgType : 19
[DEBUG] [2021-07-02 14:41:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d69344b07d884ad0b8edc65f6bfc58ce, msgType : 19
[DEBUG] [2021-07-02 14:41:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d349648e3c33499e81435c0a46487da1, msgType : 19
[DEBUG] [2021-07-02 14:41:44] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signup?user_id=buyer&password=123&user_type=2", parameters={masked}
[DEBUG] [2021-07-02 14:41:44] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signup(String, String, int, String)
[INFO] [2021-07-02 14:41:44] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x0b83ffe9610e5c791427330cdddbd558e3a41977
[DEBUG] [2021-07-02 14:41:44] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-02 14:41:44] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-02 14:41:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5cdfe4dff5a34993bad3bebb90386a7b, msgType : 18
[DEBUG] [2021-07-02 14:41:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:41:44] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:41:44] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 217, groupId: 1
[DEBUG] [2021-07-02 14:41:44] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 217, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-02 14:41:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:41:44] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:41:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5cdfe4dff5a34993bad3bebb90386a7b, msgType : 4096
[DEBUG] [2021-07-02 14:41:44] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:41:44] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 217, groupId: 1
[DEBUG] [2021-07-02 14:41:44] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 217, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-02 14:41:44] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-02 14:41:44] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@1ca95d95]
[DEBUG] [2021-07-02 14:41:44] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-02 14:41:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 88da09189d054d079c43ed19f68e983b, msgType : 19
[DEBUG] [2021-07-02 14:41:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a73897b6619e4e59b0a331591716f9db, msgType : 19
[DEBUG] [2021-07-02 14:41:46] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signup?user_id=buyer&password=123&user_type=2", parameters={masked}
[DEBUG] [2021-07-02 14:41:46] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signup(String, String, int, String)
[INFO] [2021-07-02 14:41:46] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x0b83ffe9610e5c791427330cdddbd558e3a41977
[DEBUG] [2021-07-02 14:41:46] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-02 14:41:46] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-02 14:41:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8cce26597c45479ba185c868a2d272d1, msgType : 18
[DEBUG] [2021-07-02 14:41:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:41:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:41:46] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 218, groupId: 1
[DEBUG] [2021-07-02 14:41:46] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 218, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-02 14:41:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:41:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8cce26597c45479ba185c868a2d272d1, msgType : 4096
[DEBUG] [2021-07-02 14:41:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:41:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:41:46] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 218, groupId: 1
[DEBUG] [2021-07-02 14:41:46] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 218, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-02 14:41:46] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-02 14:41:46] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@4d0e1492]
[DEBUG] [2021-07-02 14:41:46] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-02 14:41:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e72a220da30840e0ad39ca382b53aa02, msgType : 19
[DEBUG] [2021-07-02 14:41:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 605c6aa76fd84866afac06d6a0cd1f58, msgType : 19
[DEBUG] [2021-07-02 14:41:48] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signup?user_id=seller&password=123&user_type=0", parameters={masked}
[DEBUG] [2021-07-02 14:41:48] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signup(String, String, int, String)
[INFO] [2021-07-02 14:41:48] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x0b83ffe9610e5c791427330cdddbd558e3a41977
[DEBUG] [2021-07-02 14:41:48] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-02 14:41:48] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-02 14:41:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e3ca549ad58049aeb6e4fd2872e27254, msgType : 18
[DEBUG] [2021-07-02 14:41:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:41:48] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:41:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e3ca549ad58049aeb6e4fd2872e27254, msgType : 4096
[DEBUG] [2021-07-02 14:41:48] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:41:48] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 219, groupId: 1
[DEBUG] [2021-07-02 14:41:48] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 219, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-02 14:41:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:41:48] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:41:48] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 219, groupId: 1
[DEBUG] [2021-07-02 14:41:48] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 219, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-02 14:41:48] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-02 14:41:48] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@79902490]
[DEBUG] [2021-07-02 14:41:48] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-02 14:41:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 07a725786e314815abc69b3085ee6921, msgType : 19
[DEBUG] [2021-07-02 14:41:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 0f57435088034175b93dd95bcfd27a20, msgType : 19
[DEBUG] [2021-07-02 14:41:50] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signup?user_id=port&password=123&user_type=1&portname=GuangZhou%20Port", parameters={masked}
[DEBUG] [2021-07-02 14:41:50] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signup(String, String, int, String)
[INFO] [2021-07-02 14:41:50] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x0b83ffe9610e5c791427330cdddbd558e3a41977
[DEBUG] [2021-07-02 14:41:50] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-02 14:41:50] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-02 14:41:50] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2ded1d511b9a45a5b6f559765f3a3aa9, msgType : 18
[DEBUG] [2021-07-02 14:41:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:41:51] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:41:51] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 220, groupId: 1
[DEBUG] [2021-07-02 14:41:51] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 220, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-02 14:41:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:41:51] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:41:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2ded1d511b9a45a5b6f559765f3a3aa9, msgType : 4096
[DEBUG] [2021-07-02 14:41:51] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:41:51] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 220, groupId: 1
[DEBUG] [2021-07-02 14:41:51] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 220, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-02 14:41:51] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-02 14:41:51] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@3744b669]
[DEBUG] [2021-07-02 14:41:51] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-02 14:41:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e702e3416a934e8188801c2992ec5e8f, msgType : 19
[DEBUG] [2021-07-02 14:41:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 92b9dee8d9ae4eb3a17ac0109999cd1e, msgType : 19
[DEBUG] [2021-07-02 14:41:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 390b0d4dd26243e0982e5c85a4ec67c3, msgType : 19
[DEBUG] [2021-07-02 14:41:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0393bb1d6ef84e6eaf8959d42f76b52a, msgType : 19
[DEBUG] [2021-07-02 14:41:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d7ecc45b250c46689f8769fac427ed29, msgType : 19
[DEBUG] [2021-07-02 14:41:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3a5238fbe8b543fcb3cb608524ea095f, msgType : 19
[DEBUG] [2021-07-02 14:41:57] LogFormatUtils.traceDebug(91) | GET "/v1/query/showPath?id=1", parameters={masked}
[DEBUG] [2021-07-02 14:41:57] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.QueryController#showPath(String)
[INFO] [2021-07-02 14:41:57] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x0b83ffe9610e5c791427330cdddbd558e3a41977
[DEBUG] [2021-07-02 14:41:57] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-02 14:41:57] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-02 14:41:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : fdc74493c8254dd19aac5d431c3627cb, msgType : 18
[DEBUG] [2021-07-02 14:41:57] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-02 14:41:57] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@4605fc2e]
[DEBUG] [2021-07-02 14:41:57] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-02 14:41:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 27ee38a343314178a40c6b09a648bd69, msgType : 19
[DEBUG] [2021-07-02 14:41:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 26cca2a1aa524afcbca2e5ce8d963643, msgType : 19
