[DEBUG] [2021-07-09 11:22:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 124730023b9c40e8bc81d7422ddf26a0, msgType : 19
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_DH_anon_WITH_RC4_128_MD5 => ADH-RC4-MD5
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_ECDH_RSA_WITH_RC4_128_SHA => ECDH-RSA-RC4-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_ECDH_RSA_WITH_RC4_128_SHA => ECDH-RSA-RC4-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_ECDH_ECDSA_WITH_RC4_128_SHA => ECDH-ECDSA-RC4-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_ECDH_ECDSA_WITH_RC4_128_SHA => ECDH-ECDSA-RC4-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_RSA_WITH_RC4_128_SHA => RC4-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_RSA_WITH_RC4_128_SHA => RC4-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_RSA_WITH_RC4_128_MD5 => RC4-MD5
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_RSA_WITH_RC4_128_MD5 => RC4-MD5
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_PSK_WITH_RC4_128_SHA => PSK-RC4-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_PSK_WITH_RC4_128_SHA => PSK-RC4-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_ECDHE_RSA_WITH_3DES_EDE_CBC_SHA => ECDHE-RSA-DES-CBC3-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_ECDHE_RSA_WITH_3DES_EDE_CBC_SHA => ECDHE-RSA-DES-CBC3-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_ECDHE_ECDSA_WITH_3DES_EDE_CBC_SHA => ECDHE-ECDSA-DES-CBC3-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_ECDHE_ECDSA_WITH_3DES_EDE_CBC_SHA => ECDHE-ECDSA-DES-CBC3-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_SRP_DSS_WITH_3DES_EDE_CBC_SHA => SRP-DSS-3DES-EDE-CBC-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_SRP_DSS_WITH_3DES_EDE_CBC_SHA => SRP-DSS-3DES-EDE-CBC-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_SRP_RSA_WITH_3DES_EDE_CBC_SHA => SRP-RSA-3DES-EDE-CBC-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_SRP_RSA_WITH_3DES_EDE_CBC_SHA => SRP-RSA-3DES-EDE-CBC-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_SRP_WITH_3DES_EDE_CBC_SHA => SRP-3DES-EDE-CBC-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_SRP_WITH_3DES_EDE_CBC_SHA => SRP-3DES-EDE-CBC-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_EDH_RSA_WITH_3DES_EDE_CBC_SHA => EDH-RSA-DES-CBC3-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_EDH_RSA_WITH_3DES_EDE_CBC_SHA => EDH-RSA-DES-CBC3-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_EDH_DSS_WITH_3DES_EDE_CBC_SHA => EDH-DSS-DES-CBC3-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_EDH_DSS_WITH_3DES_EDE_CBC_SHA => EDH-DSS-DES-CBC3-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_RSA_WITH_DH_RSA_DES_CBC3_SHA => DH-RSA-DES-CBC3-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_RSA_WITH_DH_RSA_DES_CBC3_SHA => DH-RSA-DES-CBC3-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_RSA_WITH_DH_DSS_DES_CBC3_SHA => DH-DSS-DES-CBC3-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_RSA_WITH_DH_DSS_DES_CBC3_SHA => DH-DSS-DES-CBC3-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_ECDH_anon_WITH_3DES_EDE_CBC_SHA => AECDH-DES-CBC3-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_ECDH_anon_WITH_3DES_EDE_CBC_SHA => AECDH-DES-CBC3-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_DH_anon_WITH_3DES_EDE_CBC_SHA => ADH-DES-CBC3-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_DH_anon_WITH_3DES_EDE_CBC_SHA => ADH-DES-CBC3-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_ECDH_RSA_WITH_3DES_EDE_CBC_SHA => ECDH-RSA-DES-CBC3-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_ECDH_RSA_WITH_3DES_EDE_CBC_SHA => ECDH-RSA-DES-CBC3-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_ECDH_ECDSA_WITH_3DES_EDE_CBC_SHA => ECDH-ECDSA-DES-CBC3-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_ECDH_ECDSA_WITH_3DES_EDE_CBC_SHA => ECDH-ECDSA-DES-CBC3-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_RSA_WITH_3DES_EDE_CBC_SHA => DES-CBC3-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_RSA_WITH_3DES_EDE_CBC_SHA => DES-CBC3-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_PSK_WITH_3DES_EDE_CBC_SHA => PSK-3DES-EDE-CBC-SHA
[DEBUG] [2021-07-09 11:29:10] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_PSK_WITH_3DES_EDE_CBC_SHA => PSK-3DES-EDE-CBC-SHA
[DEBUG] [2021-07-09 11:29:10] OpenSsl.<clinit>(369) | Supported protocols (OpenSSL): [SSLv2Hello, TLSv1, TLSv1.1, TLSv1.2] 
[DEBUG] [2021-07-09 11:29:10] OpenSsl.<clinit>(370) | Default cipher suites (OpenSSL): [TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384, TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256, TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256, TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384, TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA, TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA, TLS_RSA_WITH_AES_128_GCM_SHA256, TLS_RSA_WITH_AES_128_CBC_SHA, TLS_RSA_WITH_AES_256_CBC_SHA]
[DEBUG] [2021-07-09 11:29:10] ResourceLeakDetectorFactory$DefaultResourceLeakDetectorFactory.newResourceLeakDetector(196) | Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@77c1e611
[DEBUG] [2021-07-09 11:29:10] ConnectionManager.startConnect(108) | startConnect to 127.0.0.1:20200
[DEBUG] [2021-07-09 11:29:10] DefaultChannelId.<clinit>(79) | -Dio.netty.processId: 38978 (auto-detected)
[DEBUG] [2021-07-09 11:29:10] DefaultChannelId.<clinit>(101) | -Dio.netty.machineId: 00:0c:29:ff:fe:b2:b7:42 (auto-detected)
[DEBUG] [2021-07-09 11:29:10] ConnectionManager.startConnect(108) | startConnect to 127.0.0.1:20201
[DEBUG] [2021-07-09 11:29:10] ResourceLeakDetectorFactory$DefaultResourceLeakDetectorFactory.newResourceLeakDetector(196) | Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@73fdc9fd
[DEBUG] [2021-07-09 11:29:10] ConnectionManager.startConnect(143) |  start connect end. 
[DEBUG] [2021-07-09 11:29:10] ConnectionManager.startReconnectSchedule(147) |  start reconnect schedule
[DEBUG] [2021-07-09 11:29:10] SslHandler.setHandshakeSuccess(1746) | [id: 0x68066c56, L:/127.0.0.1:43606 - R:/127.0.0.1:20200] HANDSHAKEN: protocol:TLSv1.2 cipher suite:TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384
[DEBUG] [2021-07-09 11:29:10] SslHandler.setHandshakeSuccess(1746) | [id: 0xb99a44eb, L:/127.0.0.1:33824 - R:/127.0.0.1:20201] HANDSHAKEN: protocol:TLSv1.2 cipher suite:TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384
[INFO] [2021-07-09 11:29:10] ChannelHandler.userEventTriggered(73) |  handshake success, host: 127.0.0.1, port: 20201, ctx: 1631510837
[INFO] [2021-07-09 11:29:10] ChannelHandler.userEventTriggered(73) |  handshake success, host: 127.0.0.1, port: 20200, ctx: 1163037892
[DEBUG] [2021-07-09 11:29:10] ConnectionManager.addConnectionContext(427) | addConnectionContext, endpoint: 127.0.0.1:20201, ctx:ChannelHandlerContext(ChannelHandler#0, [id: 0xb99a44eb, L:/127.0.0.1:33824 - R:/127.0.0.1:20201])
[DEBUG] [2021-07-09 11:29:10] ConnectionManager.addConnectionContext(427) | addConnectionContext, endpoint: 127.0.0.1:20200, ctx:ChannelHandlerContext(ChannelHandler#0, [id: 0x68066c56, L:/127.0.0.1:43606 - R:/127.0.0.1:20200])
[DEBUG] [2021-07-09 11:29:10] ChannelMsgHandler.onConnect(112) | onConnect in ChannelMsgHandler called, host : 127.0.0.1:20200
[DEBUG] [2021-07-09 11:29:10] ChannelMsgHandler.onConnect(112) | onConnect in ChannelMsgHandler called, host : 127.0.0.1:20201
[DEBUG] [2021-07-09 11:29:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 3fa5cc74109e47b4bb789ec4ff335658, msgType : 18
[DEBUG] [2021-07-09 11:29:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7d6f67ab235b463c9fb7b388e6a60b1e, msgType : 18
[INFO] [2021-07-09 11:29:10] ChannelMsgHandler$1.onResponse(225) |  node: ClientVersion{version='2.7.2', supportedVersion='2.7.2', chainId='1', buildTime='20210201 10:03:03', buildType='Linux/clang/Release', gitBranch='HEAD', gitCommitHash='4c8a5bbe44c19db8a002017ff9dbb16d3d28e9da'}, content: {"id":1,"jsonrpc":"2.0","result":{"Build Time":"20210201 10:03:03","Build Type":"Linux/clang/Release","Chain Id":"1","FISCO-BCOS Version":"2.7.2","Git Branch":"HEAD","Git Commit Hash":"4c8a5bbe44c19db8a002017ff9dbb16d3d28e9da","Supported Version":"2.7.2"}}

[INFO] [2021-07-09 11:29:10] ChannelMsgHandler$1.onResponse(225) |  node: ClientVersion{version='2.7.2', supportedVersion='2.7.2', chainId='1', buildTime='20210201 10:03:03', buildType='Linux/clang/Release', gitBranch='HEAD', gitCommitHash='4c8a5bbe44c19db8a002017ff9dbb16d3d28e9da'}, content: {"id":0,"jsonrpc":"2.0","result":{"Build Time":"20210201 10:03:03","Build Type":"Linux/clang/Release","Chain Id":"1","FISCO-BCOS Version":"2.7.2","Git Branch":"HEAD","Git Commit Hash":"4c8a5bbe44c19db8a002017ff9dbb16d3d28e9da","Supported Version":"2.7.2"}}

[INFO] [2021-07-09 11:29:10] ChannelMsgHandler$1.onResponse(233) |  support channel handshake node
[INFO] [2021-07-09 11:29:10] ChannelMsgHandler$1.onResponse(233) |  support channel handshake node
[DEBUG] [2021-07-09 11:29:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 82586f1a0f35450184896fe7886bfb78, msgType : 20
[DEBUG] [2021-07-09 11:29:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c6e0cc11ba4941599b2be93809157787, msgType : 20
[INFO] [2021-07-09 11:29:10] ChannelMsgHandler$2.onResponse(309) |  channel protocol handshake success, set socket channel protocol, host: 127.0.0.1:20201, channel protocol: ChannelProtocol [protocol=3, nodeVersion=2.7.2, EnumProtocol=VERSION_3]
[INFO] [2021-07-09 11:29:10] ChannelMsgHandler$2.onResponse(309) |  channel protocol handshake success, set socket channel protocol, host: 127.0.0.1:20200, channel protocol: ChannelProtocol [protocol=3, nodeVersion=2.7.2, EnumProtocol=VERSION_3]
[INFO] [2021-07-09 11:29:10] ChannelImp.checkConnectionsToStartPeriodTask(132) |  Connect to  nodes: 127.0.0.1:20200, 127.0.0.1:20201, java version: 11.0.11 ,java vendor: Ubuntu
[DEBUG] [2021-07-09 11:29:10] ChannelImp.start(92) | Start the channel success
[INFO] [2021-07-09 11:29:10] BcosSDK.<init>(77) | create BcosSDK, start channel success, cryptoType: 0
[DEBUG] [2021-07-09 11:29:10] ThreadPoolService.<init>(37) | Create ThreadPoolService, threadName: channelProcessor, corePoolSize: 16, maxBlockingQueueSize: 102400
[INFO] [2021-07-09 11:29:10] BcosSDK.<init>(87) | create BcosSDK, start channel succ, channelProcessorThreadSize: 16, receiptProcessorThreadSize: 16
[DEBUG] [2021-07-09 11:29:10] ThreadPoolService.<init>(37) | Create ThreadPoolService, threadName: GroupManagerServiceImpl, corePoolSize: 16, maxBlockingQueueSize: 102400
[DEBUG] [2021-07-09 11:29:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a2201d8fbfce44c69644d87d5538fb69, msgType : 19
[DEBUG] [2021-07-09 11:29:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 11457d2b74d54d80b8db35ed63062e69, msgType : 19
[INFO] [2021-07-09 11:29:10] GroupManagerServiceImpl.registerBlockNumberNotifyHandler(259) | registerBlockNumberNotifyHandler
[INFO] [2021-07-09 11:29:10] GroupManagerServiceImpl.registerTransactionNotifyHandler(281) | registerTransactionNotifyHandler
[DEBUG] [2021-07-09 11:29:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : aac49e3bace942a091ac0066732c1367, msgType : 18
[DEBUG] [2021-07-09 11:29:10] GroupServiceImpl.<init>(45) | insert group: 1 for peer 127.0.0.1:20200
[DEBUG] [2021-07-09 11:29:10] GroupManagerServiceImpl.getAndUpdateBlockNumberForAllPeers(528) | g: 1, getAndUpdateBlockNumberForAllPeers, group availablePeers:[127.0.0.1:20200]
[DEBUG] [2021-07-09 11:29:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4b87f5c8d0e84239a1f017d403bbf374, msgType : 18
[DEBUG] [2021-07-09 11:29:10] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 903, groupId: 1
[DEBUG] [2021-07-09 11:29:10] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 903, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-09 11:29:10] GroupManagerServiceImpl.fetchAndUpdateBlockNumberInfo(542) | fetch and update the blockNumber information, groupId: 1, peer:127.0.0.1:20200, blockNumber: 903
[DEBUG] [2021-07-09 11:29:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 33aa8d98da3e4fca97d76e7d809d8a59, msgType : 18
[DEBUG] [2021-07-09 11:29:10] GroupServiceImpl.insertNode(84) | g:1, insertNode=127.0.0.1:20201, nodeSize=2, blockNumberInfoSize=1
[DEBUG] [2021-07-09 11:29:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 1f619e1eec9548318dc43003381cfdad, msgType : 18
[DEBUG] [2021-07-09 11:29:10] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 903, groupId: 1
[DEBUG] [2021-07-09 11:29:10] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 903, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-09 11:29:10] GroupManagerServiceImpl.fetchAndUpdateBlockNumberInfo(542) | fetch and update the blockNumber information, groupId: 1, peer:127.0.0.1:20201, blockNumber: 903
[DEBUG] [2021-07-09 11:29:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 30aabd64359d4152a926e4cc2572b8d4, msgType : 18
[DEBUG] [2021-07-09 11:29:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2a2eff7862f1478c8c0ca6050062a578, msgType : 18
[DEBUG] [2021-07-09 11:29:10] GroupManagerServiceImpl.start(445) | start GroupManagerService...
[INFO] [2021-07-09 11:29:10] BcosSDK.<init>(98) | create BcosSDK, create groupManagerService success
[DEBUG] [2021-07-09 11:29:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6d347db36a1e4bffba59169df9f189b3, msgType : 18
[DEBUG] [2021-07-09 11:29:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f8550224015b48b8ac4baa604abaafcf, msgType : 18
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[DEBUG] [2021-07-09 11:29:10] GroupManagerServiceImpl.setAmop(806) | register blockNotify for 127.0.0.1:20200, groupList: [1]
[DEBUG] [2021-07-09 11:29:10] TopicManager.updateBlockNotify(158) | update block notify, peer: 127.0.0.1:20200, groupInfo: [1]
[DEBUG] [2021-07-09 11:29:10] TopicManager.updateBlockNotify(163) | add block notify, peer: 127.0.0.1:20200, topic: _block_notify_1
[INFO] [2021-07-09 11:29:10] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-07-09 11:29:10] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2021-07-09 11:29:10] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20201, topics:[]
[DEBUG] [2021-07-09 11:29:10] GroupManagerServiceImpl.setAmop(806) | register blockNotify for 127.0.0.1:20201, groupList: [1]
[DEBUG] [2021-07-09 11:29:10] TopicManager.updateBlockNotify(158) | update block notify, peer: 127.0.0.1:20201, groupInfo: [1]
[DEBUG] [2021-07-09 11:29:10] TopicManager.updateBlockNotify(163) | add block notify, peer: 127.0.0.1:20201, topic: _block_notify_1
[INFO] [2021-07-09 11:29:10] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-07-09 11:29:10] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2021-07-09 11:29:10] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20201, topics:["_block_notify_1"]
[INFO] [2021-07-09 11:29:10] AmopImp.start(188) | amop module started
[INFO] [2021-07-09 11:29:10] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-07-09 11:29:10] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2021-07-09 11:29:10] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20201, topics:["_block_notify_1"]
[INFO] [2021-07-09 11:29:10] BcosSDK.<init>(103) | create BcosSDK, create Amop success
[DEBUG] [2021-07-09 11:29:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5a49a0b9947b4deda3f5b7e9a5d3ae5f, msgType : 18
[DEBUG] [2021-07-09 11:29:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8fb1d4aba26443dd9d5dff518bb8b4c1, msgType : 18
[DEBUG] [2021-07-09 11:29:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ed9002c67ccf44e9ad9044a2ec93a61b, msgType : 18
[DEBUG] [2021-07-09 11:29:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 365fc77e6f62421486b6791f710da910, msgType : 18
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[INFO] [2021-07-09 11:29:10] CryptoSuite.<init>(67) | init CryptoSuite, cryptoType: 0
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[INFO] [2021-07-09 11:29:10] Client.build(111) | build client success for group 1
[INFO] [2021-07-09 11:29:10] BcosSDK.getClient(178) | create client for group 1 success
[DEBUG] [2021-07-09 11:29:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8f10c0928e0648e9a1e6c68122cf8232, msgType : 18
[DEBUG] [2021-07-09 11:29:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : af8ccb03231742b8b2a6a691f443cc9d, msgType : 18
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-09 11:29:10] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[DEBUG] [2021-07-09 11:29:10] ContractClient.initialize(38) | create client for group1, account address is 0x5344b03ce5ceaa56314522055f9a020c0fe86d15
[DEBUG] [2021-07-09 11:29:10] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:29:10] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:29:10] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:29:10] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
