[DEBUG] [2021-07-08 17:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1d23f1bb37874d1ba5a22151c80ade2e, msgType : 19
[INFO] [2021-07-08 17:17:56] BcosSDK.<init>(98) | create BcosSDK, create groupManagerService success
[DEBUG] [2021-07-08 17:17:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d2fd993b906843f5a85654be93c022f1, msgType : 18
[DEBUG] [2021-07-08 17:17:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9af6c4015d8944e2aff3213271c55154, msgType : 18
[WARN] [2021-07-08 17:17:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:17:56] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[DEBUG] [2021-07-08 17:17:57] GroupManagerServiceImpl.setAmop(806) | register blockNotify for 127.0.0.1:20200, groupList: [1]
[DEBUG] [2021-07-08 17:17:57] TopicManager.updateBlockNotify(158) | update block notify, peer: 127.0.0.1:20200, groupInfo: [1]
[DEBUG] [2021-07-08 17:17:57] TopicManager.updateBlockNotify(163) | add block notify, peer: 127.0.0.1:20200, topic: _block_notify_1
[INFO] [2021-07-08 17:17:57] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-07-08 17:17:57] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2021-07-08 17:17:57] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20201, topics:[]
[DEBUG] [2021-07-08 17:17:57] GroupManagerServiceImpl.setAmop(806) | register blockNotify for 127.0.0.1:20201, groupList: [1]
[DEBUG] [2021-07-08 17:17:57] TopicManager.updateBlockNotify(158) | update block notify, peer: 127.0.0.1:20201, groupInfo: [1]
[DEBUG] [2021-07-08 17:17:57] TopicManager.updateBlockNotify(163) | add block notify, peer: 127.0.0.1:20201, topic: _block_notify_1
[INFO] [2021-07-08 17:17:57] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-07-08 17:17:57] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2021-07-08 17:17:57] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20201, topics:["_block_notify_1"]
[INFO] [2021-07-08 17:17:57] AmopImp.start(188) | amop module started
[INFO] [2021-07-08 17:17:57] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-07-08 17:17:57] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2021-07-08 17:17:57] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20201, topics:["_block_notify_1"]
[INFO] [2021-07-08 17:17:57] BcosSDK.<init>(103) | create BcosSDK, create Amop success
[DEBUG] [2021-07-08 17:17:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d338d3397b8446af91d9caa340c04c9b, msgType : 18
[DEBUG] [2021-07-08 17:17:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 77a8b900353d464cbb9d8014f7477f12, msgType : 18
[DEBUG] [2021-07-08 17:17:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7b7b76b1a7064d0394524e143c2f352f, msgType : 18
[DEBUG] [2021-07-08 17:17:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : dff3eb2f96034c9c90ec2a610a497c84, msgType : 18
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[INFO] [2021-07-08 17:17:57] CryptoSuite.<init>(67) | init CryptoSuite, cryptoType: 0
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[INFO] [2021-07-08 17:17:57] Client.build(111) | build client success for group 1
[INFO] [2021-07-08 17:17:57] BcosSDK.getClient(178) | create client for group 1 success
[DEBUG] [2021-07-08 17:17:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1a7e40de73a14ba9a14eafa9ba18113f, msgType : 18
[DEBUG] [2021-07-08 17:17:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 30049c36766a424d86918a7e00898d52, msgType : 18
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:17:57] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[DEBUG] [2021-07-08 17:17:57] ContractClient.initialize(38) | create client for group1, account address is 0x56ef5c27cf1f9fda87b0afe90502c92c957efce7
[DEBUG] [2021-07-08 17:17:57] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:17:57] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:17:57] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:17:57] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:17:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9f0f6beca1cb4914b74b9233007ab432, msgType : 18
[DEBUG] [2021-07-08 17:17:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:17:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:17:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9f0f6beca1cb4914b74b9233007ab432, msgType : 4096
[DEBUG] [2021-07-08 17:17:57] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:17:57] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:17:57] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:17:57] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 766, groupId: 1
[DEBUG] [2021-07-08 17:17:57] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 766, groupId: 1
[DEBUG] [2021-07-08 17:17:57] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 766, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-08 17:17:57] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 766, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-08 17:17:58] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 0de3ab31d5964bd4bf4ca5c2ffc15988, msgType : 19
[DEBUG] [2021-07-08 17:17:58] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 28cb361e861a49628ce4af725b33a638, msgType : 19
[INFO] [2021-07-08 17:17:59] FrameworkServlet.initServletBean(525) | Initializing Servlet 'dispatcherServlet'
[DEBUG] [2021-07-08 17:17:59] DispatcherServlet.initMultipartResolver(520) | Detected StandardServletMultipartResolver
[DEBUG] [2021-07-08 17:17:59] DispatcherServlet.initLocaleResolver(544) | Detected AcceptHeaderLocaleResolver
[DEBUG] [2021-07-08 17:17:59] DispatcherServlet.initThemeResolver(569) | Detected FixedThemeResolver
[DEBUG] [2021-07-08 17:17:59] DispatcherServlet.initRequestToViewNameTranslator(719) | Detected org.springframework.web.servlet.view.DefaultRequestToViewNameTranslator@140390b2
[DEBUG] [2021-07-08 17:17:59] DispatcherServlet.initFlashMapManager(783) | Detected org.springframework.web.servlet.support.SessionFlashMapManager@4df2328f
[DEBUG] [2021-07-08 17:17:59] FrameworkServlet.initServletBean(542) | enableLoggingRequestDetails='false': request parameters and headers will be masked to prevent unsafe logging of potentially sensitive data
[INFO] [2021-07-08 17:17:59] FrameworkServlet.initServletBean(547) | Completed initialization in 1 ms
[DEBUG] [2021-07-08 17:17:59] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signup?user_id=seller&password=123&user_type=0", parameters={masked}
[DEBUG] [2021-07-08 17:17:59] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signup(String, String, int, String)
[INFO] [2021-07-08 17:17:59] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x7bc017873fc08e1fd09848a90067afc12ba3ad97
[DEBUG] [2021-07-08 17:17:59] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:17:59] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:17:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4cf93fefe0314e268264473e00e5f59b, msgType : 18
[DEBUG] [2021-07-08 17:17:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:17:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4cf93fefe0314e268264473e00e5f59b, msgType : 4096
[DEBUG] [2021-07-08 17:17:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:17:59] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:17:59] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:17:59] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 767, groupId: 1
[DEBUG] [2021-07-08 17:17:59] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:17:59] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 767, groupId: 1
[DEBUG] [2021-07-08 17:17:59] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 767, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-08 17:17:59] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 767, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-08 17:17:59] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-08 17:17:59] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@56b7f215]
[DEBUG] [2021-07-08 17:17:59] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-08 17:17:59] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signup?user_id=port&password=123&user_type=1&portname=GuangZhou%20Port", parameters={masked}
[DEBUG] [2021-07-08 17:17:59] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signup(String, String, int, String)
[INFO] [2021-07-08 17:17:59] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x7bc017873fc08e1fd09848a90067afc12ba3ad97
[DEBUG] [2021-07-08 17:17:59] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:17:59] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:17:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1161d5749df845aaa0e61dd96cce27c0, msgType : 18
[DEBUG] [2021-07-08 17:18:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:18:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:18:00] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:18:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1161d5749df845aaa0e61dd96cce27c0, msgType : 4096
[DEBUG] [2021-07-08 17:18:00] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:18:00] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:18:00] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 768, groupId: 1
[DEBUG] [2021-07-08 17:18:00] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 768, groupId: 1
[DEBUG] [2021-07-08 17:18:00] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 768, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-08 17:18:00] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-08 17:18:00] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 768, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-08 17:18:00] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@7f8e9dcc]
[DEBUG] [2021-07-08 17:18:00] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-08 17:18:00] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signup?user_id=port2&password=123&user_type=1&portname=BeiJing", parameters={masked}
[DEBUG] [2021-07-08 17:18:00] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signup(String, String, int, String)
[INFO] [2021-07-08 17:18:00] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x7bc017873fc08e1fd09848a90067afc12ba3ad97
[DEBUG] [2021-07-08 17:18:00] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:18:00] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:18:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 07db75cec67a4bc5b4bb23e3ae2afbb5, msgType : 18
[DEBUG] [2021-07-08 17:18:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 176d567cfcac4373b189ca0e872d8702, msgType : 19
[DEBUG] [2021-07-08 17:18:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6da646bca0854cab957bedd7e2529a5e, msgType : 19
[DEBUG] [2021-07-08 17:18:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:18:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:18:00] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:18:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 07db75cec67a4bc5b4bb23e3ae2afbb5, msgType : 4096
[DEBUG] [2021-07-08 17:18:00] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:18:00] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 769, groupId: 1
[DEBUG] [2021-07-08 17:18:00] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 769, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-08 17:18:00] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:18:00] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 769, groupId: 1
[DEBUG] [2021-07-08 17:18:00] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 769, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-08 17:18:00] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-08 17:18:00] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@6294c634]
[DEBUG] [2021-07-08 17:18:00] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-08 17:18:00] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=seller&password=123&user_type=0", parameters={masked}
[DEBUG] [2021-07-08 17:18:00] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String)
[INFO] [2021-07-08 17:18:00] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x7bc017873fc08e1fd09848a90067afc12ba3ad97
[DEBUG] [2021-07-08 17:18:00] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:18:00] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:18:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 788a0a3a01814674989b2c46bcaba91d, msgType : 18
[DEBUG] [2021-07-08 17:18:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:18:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 788a0a3a01814674989b2c46bcaba91d, msgType : 4096
[DEBUG] [2021-07-08 17:18:01] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:18:01] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:18:01] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 770, groupId: 1
[DEBUG] [2021-07-08 17:18:01] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 770, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-08 17:18:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:18:01] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:18:01] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 770, groupId: 1
[DEBUG] [2021-07-08 17:18:01] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 770, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-08 17:18:01] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-08 17:18:01] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@5b1e1280]
[DEBUG] [2021-07-08 17:18:01] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-08 17:18:01] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=port&password=123&user_type=1", parameters={masked}
[DEBUG] [2021-07-08 17:18:01] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String)
[INFO] [2021-07-08 17:18:01] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x7bc017873fc08e1fd09848a90067afc12ba3ad97
[DEBUG] [2021-07-08 17:18:01] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:18:01] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:18:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a5b7fd6deeed4bb09e0bb779edda6a3d, msgType : 18
[DEBUG] [2021-07-08 17:18:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:18:01] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:18:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a5b7fd6deeed4bb09e0bb779edda6a3d, msgType : 4096
[DEBUG] [2021-07-08 17:18:01] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:18:01] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 771, groupId: 1
[DEBUG] [2021-07-08 17:18:01] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 771, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-08 17:18:01] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-08 17:18:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:18:01] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@7ec20648]
[DEBUG] [2021-07-08 17:18:01] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:18:01] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 771, groupId: 1
[DEBUG] [2021-07-08 17:18:01] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 771, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-08 17:18:01] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-08 17:18:01] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=port2&password=123&user_type=1", parameters={masked}
[DEBUG] [2021-07-08 17:18:01] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String)
[INFO] [2021-07-08 17:18:01] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x7bc017873fc08e1fd09848a90067afc12ba3ad97
[DEBUG] [2021-07-08 17:18:01] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
